	translatome	tran_name	tran_annotation	tran_category	proteome	prot_name	prot_annotation	prot_category	correlation
1779	P05783	KRT18	Keratin		O43747	AP1G1	AP-1 complex subunit gamma-1;AP1G1;ortholog	membrane traffic protein(PC00150)	0.14433099744592
1780	Q9Y2R9	MRPS7	28S ribosomal protein S7	ribosomal protein(PC00202)	Q14517				0.144189559828584
1781	Q8NHP8				Q7Z2T5				0.14415954776935502
1782	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q00266_P31153				0.144030925928267
1783	Q8NC51				P31321	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit;PRKAR1B;ortholog		0.14399933984950597
1784	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		Q9H1X3				0.143969202368543
1785	O75368				Q9BQP7				0.143754455991322
1786	Q8N6R0				Q7Z2T5				0.14375330485509197
1787	P35754	GLRX	Glutaredoxin-1;GLRX;ortholog		Q15465	SHH	Sonic hedgehog protein;SHH;ortholog		0.14365349931699697
1788	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		Q96QR8				0.14354941596849402
1789	Q9Y281				Q9Y548				0.143435900203677
1790	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	O15162				0.143425137357037
1791	Q03701				Q03135	CAV1			0.14329673463332399
1792	Q86Y07				O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.14318090574892497
1793	P00480	OTC	Ornithine carbamoyltransferase		Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		0.14307201601859804
1794	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	0.14299312913642903
1795	Q96A33				Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	0.142812526063678
1796	Q86Y07				O15162				0.142484297561141
1797	Q9Y2B0				Q96QR8				0.14241982632812
1798	Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1;ABCF1;ortholog	translation elongation factor(PC00222)	Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.142402333987882
1799	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	P61158	ACTR3	Actin-related protein 3;ACTR3;ortholog	actin and actin related protein(PC00039)	0.14236571030199696
1800	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		O15551	CLDN3	Claudin-3;CLDN3;ortholog	tight junction(PC00214)	0.142293371730229
1801	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	P02533_P08727_Q9D312_P19012_Q04695_P19001_P08727_P08779_P35900				0.142202767167939
1802	P20340	RAB6A	Ras-related protein Rab-6A;RAB6A;ortholog		P48730_P49674				0.14191876778794402
1803	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	0.141831685885924
1804	Q03701				Q9BQP7				0.141821828696418
1805	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	Q96DB5				0.141777459927859
1806	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		P19404	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2		0.141546578492307
1807	O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3;ACSL3;ortholog	ligase(PC00142)	Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.141463654066392
1808	Q86Y07				P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.141364274774312
1809	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q15465	SHH	Sonic hedgehog protein;SHH;ortholog		0.141300587078361
1810	O95573	ACSL3	Long-chain-fatty-acid--CoA ligase 3;ACSL3;ortholog	ligase(PC00142)	P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.14121713318047
1811	Q8NHP8				Q15465	SHH	Sonic hedgehog protein;SHH;ortholog		0.14117614172429002
1812	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		O95478				0.140992095529842
1813	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	Q8TB92	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase	lyase(PC00144)	0.140898079396486
1814	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		P0DTC2		Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.14085239383107298
1815	P49643	PRIM2	DNA primase large subunit;PRIM2;ortholog	primase(PC00189)	O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		0.14084507162608498
1816	P19338	NCL	Nucleolin;NCL;ortholog		Q9Y548				0.14068513270199098
1817	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	P14174	MIF			0.140666351820288
1818	P05787	KRT8	Keratin		P62249	RPS16	40S ribosomal protein S16;RPS16;ortholog		0.140655513207343
1819	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		0.140605337415257
1820	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		Q9BPZ3				0.140520273244169
1821	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q9H1X3				0.13983327371384197
1822	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		0.139407697501526
1823	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q8WYA6	CTNNBL1	Beta-catenin-like protein 1;CTNNBL1;ortholog		0.139311457465757
1824	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		O75717				0.1391070171436
1825	O75368				O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.13889919672085901
1826	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	Q96DB5				0.13851584252163401
1827	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	P11388	TOP2A			0.13845086126191
1828	P11142	HSPA8	Heat shock cognate 71 kDa protein;HSPA8;ortholog		Q9Y548				0.138151800453934
1829	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	P06493	CDK1	Cyclin-dependent kinase 1;CDK1;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.138108285199014
1830	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	0.13810008053095701
1831	P21291	CSRP1	Cysteine and glycine-rich protein 1;CSRP1;ortholog	actin or actin-binding cytoskeletal protein(PC00041)	P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	0.13808133646177803
1832	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	Q96K21				0.137918986829673
1833	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	Q9NQ84				0.137596702568743
1834	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	0.137582666416818
1835	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.137472100558084
1836	O75368				P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	0.137347161746297
1837	P06748	NPM1	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	Q69YU5				0.13733009491970902
1838	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	P14174	MIF			0.137083750489714
1839	P05787	KRT8	Keratin		P04264_P04259_P02538_P04264_P05787_P13647				0.136950117557231
1840	Q5T6V5				O75717				0.136868783964997
1841	P11216	PYGB	Glycogen phosphorylase	glycosyltransferase(PC00111)	O75127				0.136667017094811
1842	P10412	HIST1H1E	Histone H1.4;HIST1H1E;ortholog	histone(PC00118)	P61158	ACTR3	Actin-related protein 3;ACTR3;ortholog	actin and actin related protein(PC00039)	0.136608861684163
1843	Q86Y07				O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		0.136470533192096
1844	P30040				Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	0.136454883783068
1845	Q9Y2B0				O75127				0.136302253850476
1846	P09211	GSTP1	Glutathione S-transferase P;GSTP1;ortholog		O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	0.136256294578981
1847	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	O95478				0.13625272225933802
1848	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	Q2TAA5	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1		0.136108265977814
1849	P19338	NCL	Nucleolin;NCL;ortholog		P30047	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein;GCHFR;ortholog		0.13589523603013598
1850	P39023	RPL3	60S ribosomal protein L3;RPL3;ortholog	ribosomal protein(PC00202)	O14818	PSMA7	Proteasome subunit alpha type-7;PSMA7;ortholog		0.135812975834467
1851	Q92626	PXDN	Peroxidasin homolog;PXDN;ortholog	peroxidase(PC00180)	Q9BPZ3				0.13572761075991002
1852	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	P47897_P07814				0.13551391571278998
1853	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q69YU5				0.13519146615986802
1854	Q13907	IDI1			Q03135	CAV1			0.13492753194239698
1855	Q9Y2B0				Q14980	NUMA1	Nuclear mitotic apparatus protein 1;NUMA1;ortholog	microtubule or microtubule-binding cytoskeletal protein(PC00157)	0.13475387019266
1856	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	0.134699010170072
1857	P08865	RPSA	40S ribosomal protein SA;RPSA;ortholog	ribosomal protein(PC00202)	Q6NXT1				0.134653540935096
1858	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		Q49A26				0.134508694983898
1859	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q9H190				0.134314797834295
1860	P61962	DCAF7	DDB1- and CUL4-associated factor 7;DCAF7;ortholog		Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.13411345071887598
1861	Q9Y2B0				Q16719	KYNU	Kynureninase;KYNU;ortholog	hydrolase(PC00121)	0.134021137230799
1862	Q86Y07				P0DTC1		Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO) (SARS coronavirus main proteinase); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.133564293238021
1863	P53602	MVD			P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.133391707599777
1864	P32969	RPL9	60S ribosomal protein L9;RPL9P9;ortholog	ribosomal protein(PC00202)	O75127				0.133336511216573
1865	Q8NHP8				Q5TBB1				0.133308220587933
1866	Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		Q9BQP7				0.13323995484308002
1867	P06280	GLA	Alpha-galactosidase A;GLA;ortholog		P15260	IFNGR1	Interferon gamma receptor 1;IFNGR1;ortholog	transmembrane signal receptor(PC00197)	0.13278967527331
1868	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	O94925	GLS	Glutaminase kidney isoform	hydrolase(PC00121)	0.132784741988349
1869	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	Q9Y548				0.13275171631109697
1870	P28370				P09496	CLTA	Clathrin light chain A;CLTA;ortholog	vesicle coat protein(PC00235)	0.132641640681184
1871	P32004	L1CAM	Neural cell adhesion molecule L1;L1CAM;ortholog		Q00266_P31153				0.13263054853056
1872	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	O95478				0.13261270032333
1873	Q9NX63	CHCHD3	MICOS complex subunit MIC19;CHCHD3;ortholog		Q8WWK9				0.132608193025985
1874	P00480	OTC	Ornithine carbamoyltransferase		Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.13252785263184
1875	P49643	PRIM2	DNA primase large subunit;PRIM2;ortholog	primase(PC00189)	P35249	RFC4	Replication factor C subunit 4;RFC4;ortholog	DNA-directed DNA polymerase(PC00018)	0.132429670107281
1876	Q8NE71	ABCF1	ATP-binding cassette sub-family F member 1;ABCF1;ortholog	translation elongation factor(PC00222)	O95274	LYPD3	Ly6/PLAUR domain-containing protein 3;LYPD3;ortholog	transmembrane signal receptor(PC00197)	0.13226803284838698
1877	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B;RPRD1B;ortholog	kinase inhibitor(PC00139)	Q99519	NEU1	Sialidase-1;NEU1;ortholog	hydrolase(PC00121)	0.131950961158454
1878	P11216	PYGB	Glycogen phosphorylase	glycosyltransferase(PC00111)	P19404	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2		0.13192758632054402
1879	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	Q13257	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A;MAD2L1;ortholog		0.131913004343929
1880	P30040				P08174	CD55	Complement decay-accelerating factor;CD55;ortholog		0.13174741871441198
1881	P05787	KRT8	Keratin		P24666				0.131726107486621
1882	Q9BUL9	RPP25	Ribonuclease P protein subunit p25;RPP25;ortholog	endoribonuclease(PC00094)	P24666				0.13166911122091002
1883	Q96A33				Q6P2Q9	PRPF8	Pre-mRNA-processing-splicing factor 8;PRPF8;ortholog	RNA splicing factor(PC00148)	0.131602959115001
1884	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	Q03135	CAV1			0.13103487457524401
1885	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	O75643	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase;SNRNP200;ortholog	scaffold/adaptor protein(PC00226)	0.131018358348205
1886	Q07021	C1QBP	Complement component 1 Q subcomponent-binding protein		P48730_P49674				0.130967426180434
1887	P30040				P19404	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2		0.130879586266956
1888	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q16778	HIST2H2BE	Histone H2B type 2-E;HIST2H2BE;ortholog	histone(PC00118)	0.13075230250692
1889	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	P02753	RBP4	Retinol-binding protein 4;RBP4;ortholog	transfer/carrier protein(PC00219)	0.13049428528910498
1890	Q86TU7	SETD3	Actin-histidine N-methyltransferase;SETD3;ortholog		O94956	SLCO2B1	Solute carrier organic anion transporter family member 2B1;SLCO2B1;ortholog	transporter(PC00227)	0.130489641094929
1891	P05783	KRT18	Keratin		Q6NXT1				0.130303963977416
1892	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	P30047	GCHFR	GTP cyclohydrolase 1 feedback regulatory protein;GCHFR;ortholog		0.130005948792759
1893	P49792	RANBP2	E3 SUMO-protein ligase RanBP2;RANBP2;ortholog	scaffold/adaptor protein(PC00226)	Q8WWK9				0.129977949020651
1894	O75438	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1;NDUFB1;ortholog	dehydrogenase(PC00092)	Q03169				0.12991709017841
1895	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	O75116	ROCK2	Rho-associated protein kinase 2;ROCK2;ortholog	non-receptor serine/threonine protein kinase(PC00167)	0.12984459769022902
1896	A6NHR9				P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.129773490437682
1897	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	Q8WWK9				0.12958374511614199
1898	Q5T6V5				Q9BQP7				0.12957472319320698
1899	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	O14777	NDC80	Kinetochore protein NDC80 homolog;NDC80;ortholog	transcription cofactor(PC00217)	0.129537772516981
1900	P30040				Q9Y224	C14orf166	RNA transcription		0.129487180919987
1901	P28370				Q7Z3J2	C16orf62	VPS35 endosomal protein sorting factor-like;VPS35L;ortholog		0.129300926669105
1902	Q00839	HNRNPU	Heterogeneous nuclear ribonucleoprotein U;HNRNPU;ortholog		P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.12912436400869098
1903	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q9H1I8	ASCC2	Activating signal cointegrator 1 complex subunit 2;ASCC2;ortholog		0.129013442911484
1904	P68104	EEF1A1	Elongation factor 1-alpha 1;EEF1A1;ortholog	translation factor(PC00223)	Q69YU5				0.12899848135318198
1905	P47756	CAPZB	F-actin-capping protein subunit beta;CAPZB;ortholog	non-motor actin binding protein(PC00165)	P14174	MIF			0.128943057925352
1906	P08238	HSP90AB1	Heat shock protein HSP 90-beta;HSP90AB1;ortholog	Hsp90 family chaperone(PC00028)	P30046				0.128845497754346
1907	P62316	SNRPD2	Small nuclear ribonucleoprotein Sm D2;SNRPD2;ortholog	RNA processing factor(PC00147)	P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.128821786339643
1908	Q03701				P48507	GCLM	Glutamate--cysteine ligase regulatory subunit;GCLM;ortholog	ligase(PC00142)	0.128654016016236
1909	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q9H0H5	RACGAP1	Rac GTPase-activating protein 1;RACGAP1;ortholog	GTPase-activating protein(PC00257)	0.128399311416046
1910	Q14978				Q13685	AAMP	Angio-associated migratory cell protein;AAMP;ortholog		0.128300595874354
1911	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		P51665	PSMD7	26S proteasome non-ATPase regulatory subunit 7;PSMD7;ortholog	translation initiation factor(PC00224)	0.128257577346606
1912	O75494	SRSF10	Serine/arginine-rich splicing factor 10;SRSF10;ortholog	RNA splicing factor(PC00148)	Q14980	NUMA1	Nuclear mitotic apparatus protein 1;NUMA1;ortholog	microtubule or microtubule-binding cytoskeletal protein(PC00157)	0.128257095791418
1913	O60313	OPA1	Dynamin-like 120 kDa protein	membrane traffic protein(PC00150)	Q8WWK9				0.128085508843593
1914	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		P30046				0.12785929760714998
1915	P53602	MVD			Q03169				0.127842510867848
1916	P62273	RPS29	40S ribosomal protein S29;RPS29;ortholog		Q9Y548				0.12776270860933098
1917	Q14166	TTLL12	Tubulin--tyrosine ligase-like protein 12;TTLL12;ortholog		P0DTC6		Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	0.12749367343286802
1918	Q14527	HLTF	Helicase-like transcription factor;HLTF;ortholog		Q14517				0.127410882226557
1919	Q14566	MCM6	DNA replication licensing factor MCM6;MCM6;ortholog	DNA binding protein(PC00009)	Q7KZ85	SUPT6H	Transcription elongation factor SPT6;SUPT6H;ortholog	general transcription factor(PC00259)	0.127230843001354
1920	Q9Y2W1	THRAP3	Thyroid hormone receptor-associated protein 3;THRAP3;ortholog	nucleic acid binding protein(PC00171)	Q00266_P31153				0.126844436000145
1921	Q96A33				Q5TBB1				0.12679086607725198
1922	Q00341	HDLBP	Vigilin;HDLBP;ortholog	RNA binding protein(PC00031)	P50395	GDI2	Rab GDP dissociation inhibitor beta;GDI2;ortholog	G-protein modulator(PC00022)	0.126734240888113
